pair,corpus,scene,pair_kind,layout,season,height_m,tilt_deg,yaw_deg,scale_ratio,b_px,area_frac,covis_frac,compensation_src,вердикт,bytes,dup_group,dup_size,dup_kind
base_pair_66f7320ab4dd_00007_inside.npz,base,66f7320a5b27b10001e4b796,orto_basemap,inside,,183.6,3.62,297.53,0.421,768,1.0,1.0,field,разметка подтверждена,1326266,g0453,1,
base_pair_66f7320ab4dd_00008_partial.npz,base,66f7320a5b27b10001e4b796,orto_basemap,partial,,281.4,1.39,164.97,0.645,768,0.8015,0.8088,field,разметка подтверждена,1836468,g0453,1,
base_pair_66f7320ab4dd_00009_inside.npz,base,66f7320a5b27b10001e4b796,orto_basemap,inside,,247.8,7.42,101.61,0.568,768,1.0,0.9998,field,разметка подтверждена,1546538,g0453,1,
base_pair_66f7320ab4dd_00010_inside.npz,base,66f7320a5b27b10001e4b796,orto_basemap,inside,,196.5,6.85,202.76,0.451,768,1.0,1.0,field,разметка подтверждена,1535022,g0453,1,
base_pair_66f7320ab4dd_00011_inside.npz,base,66f7320a5b27b10001e4b796,orto_basemap,inside,,226.7,7.7,212.38,0.52,1001,1.0,1.0,field,разметка подтверждена,1984950,g0453,1,
base_pair_6634215904d7_00000_partial.npz,base,663421596049ef00013b827b,orto_basemap,partial,,190.7,3.5,297.72,1.056,848,0.6736,0.6879,field,разметка подтверждена,1624525,g0434,1,
base_pair_6634215904d7_00001_inside.npz,base,663421596049ef00013b827b,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9918,field,разметка подтверждена,2634015,g0434,1,
base_pair_6634215904d7_00002_inside.npz,base,663421596049ef00013b827b,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9954,field,разметка подтверждена,2299626,g0434,1,
base_pair_6634215904d7_00003_partial.npz,base,663421596049ef00013b827b,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7416,field,разметка подтверждена,2043250,g0434,1,
base_pair_6a92666df1d1_00000_partial.npz,base,6a92666dc3a9617c871ea506,orto_basemap,partial,,190.7,3.5,297.72,0.94,768,0.6879,0.6884,cell_refine,разметка подтверждена,1801708,g0557,1,
base_pair_6a92666df1d1_00001_inside.npz,base,6a92666dc3a9617c871ea506,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9831,cell_refine,разметка подтверждена,3054990,g0557,1,
base_pair_6a92666df1d1_00002_inside.npz,base,6a92666dc3a9617c871ea506,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9803,field,разметка подтверждена,2575986,g0557,1,
base_pair_6a92666df1d1_00003_partial.npz,base,6a92666dc3a9617c871ea506,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7516,field,разметка подтверждена,2159971,g0557,1,
base_pair_6a92666df1d1_00004_inside.npz,base,6a92666dc3a9617c871ea506,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9783,field,разметка подтверждена,2304221,g0557,1,
base_pair_6a92666df1d1_00005_inside.npz,base,6a92666dc3a9617c871ea506,orto_basemap,inside,,179.2,0.97,224.23,0.883,1085,1.0,0.984,field,разметка подтверждена,2090450,g0557,1,
base_pair_6a92666df1d1_00006_inside_ss.npz,base,6a92666dc3a9617c871ea506,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,0.9773,same_source,разметка подтверждена,3086400,g0557,1,
base_pair_6a92666df1d1_00007_inside.npz,base,6a92666dc3a9617c871ea506,orto_basemap,inside,,183.6,3.62,297.53,0.905,1595,1.0,0.9894,field,разметка подтверждена,2217636,g0557,1,
base_pair_6a92666df1d1_00008_partial.npz,base,6a92666dc3a9617c871ea506,orto_basemap,partial,,281.4,1.39,164.97,1.077,1194,0.7802,0.7824,cell_refine,разметка подтверждена,2362516,g0557,1,
base_pair_6a92666df1d1_00009_inside.npz,base,6a92666dc3a9617c871ea506,orto_basemap,inside,,247.8,7.42,101.61,0.974,1195,1.0,0.9929,cell_refine,разметка подтверждена,2137675,g0557,1,
base_pair_6a92666df1d1_00010_inside.npz,base,6a92666dc3a9617c871ea506,orto_basemap,inside,,196.5,6.85,202.76,0.968,1237,1.0,0.9842,cell_refine,разметка подтверждена,2181794,g0557,1,
base_pair_6a92666df1d1_00011_inside.npz,base,6a92666dc3a9617c871ea506,orto_basemap,inside,,226.7,7.7,212.38,0.966,1860,1.0,0.9919,cell_refine,разметка подтверждена,3110577,g0557,1,
base_pair_6633b7daa958_00000_partial.npz,base,6633b7da6049ef00013b824a,orto_basemap,partial,,190.7,3.5,297.72,1.033,829,0.6736,0.688,field,разметка подтверждена,1572258,g0429,1,
base_pair_6633b7daa958_00001_inside.npz,base,6633b7da6049ef00013b824a,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9989,field,разметка подтверждена,2477747,g0429,1,
base_pair_6633b7daa958_00002_inside.npz,base,6633b7da6049ef00013b824a,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,1.0,field,разметка подтверждена,2136659,g0429,1,
base_pair_6633b7daa958_00003_partial.npz,base,6633b7da6049ef00013b824a,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7524,field,разметка подтверждена,1993157,g0429,1,
base_pair_6633b7daa958_00004_inside.npz,base,6633b7da6049ef00013b824a,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9995,field,разметка подтверждена,2109069,g0429,1,
base_pair_6633b7daa958_00005_inside.npz,base,6633b7da6049ef00013b824a,orto_basemap,inside,,179.2,0.97,224.23,0.97,1192,1.0,0.9989,field,разметка подтверждена,1915190,g0429,1,
base_pair_6633b7daa958_00006_inside_ss.npz,base,6633b7da6049ef00013b824a,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,1.0,same_source,разметка подтверждена,2340144,g0429,1,
base_pair_6633b7daa958_00007_inside.npz,base,6633b7da6049ef00013b824a,orto_basemap,inside,,183.6,3.62,297.53,0.926,1634,1.0,1.0,field,разметка подтверждена,1770398,g0429,1,
base_pair_6633b7daa958_00008_partial.npz,base,6633b7da6049ef00013b824a,orto_basemap,partial,,281.4,1.39,164.97,1.077,1194,0.7802,0.7879,field,разметка подтверждена,1962375,g0429,1,
base_pair_6633b7daa958_00009_inside.npz,base,6633b7da6049ef00013b824a,orto_basemap,inside,,247.8,7.42,101.61,0.974,1195,1.0,0.9991,field,разметка подтверждена,1782136,g0429,1,
base_pair_6633b7daa958_00010_inside.npz,base,6633b7da6049ef00013b824a,orto_basemap,inside,,196.5,6.85,202.76,1.064,1358,1.0,0.9993,field,разметка подтверждена,1953737,g0429,1,
base_pair_6633b7daa958_00011_inside.npz,base,6633b7da6049ef00013b824a,orto_basemap,inside,,226.7,7.7,212.38,0.966,1860,1.0,0.9981,field,разметка подтверждена,2535211,g0429,1,
base_pair_617e9bb8136e_00000_partial.npz,base,617e9bb88ebcb9000515c50f,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.6877,field,разметка подтверждена,1834829,g0316,1,
base_pair_617e9bb8136e_00001_inside.npz,base,617e9bb88ebcb9000515c50f,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9997,field,разметка подтверждена,3008131,g0316,1,
base_pair_617e9bb8136e_00002_inside.npz,base,617e9bb88ebcb9000515c50f,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9989,field,разметка подтверждена,2511592,g0316,1,
base_pair_617e9bb8136e_00003_partial.npz,base,617e9bb88ebcb9000515c50f,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7512,field,разметка подтверждена,2365535,g0316,1,
base_pair_617e9bb8136e_00004_inside.npz,base,617e9bb88ebcb9000515c50f,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9999,field,разметка подтверждена,2295361,g0316,1,
base_pair_617e9bb8136e_00005_inside.npz,base,617e9bb88ebcb9000515c50f,orto_basemap,inside,,179.2,0.97,224.23,1.005,1235,1.0,0.9981,field,разметка подтверждена,2254451,g0316,1,
base_pair_617e9bb8136e_00006_inside_ss.npz,base,617e9bb88ebcb9000515c50f,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,0.9997,same_source,разметка подтверждена,2492098,g0316,1,
base_pair_617e9bb8136e_00007_inside.npz,base,617e9bb88ebcb9000515c50f,orto_basemap,inside,,183.6,3.62,297.53,0.926,1634,1.0,0.9991,field,разметка подтверждена,2521211,g0316,1,
base_pair_6190d1f3e199_00000_partial.npz,base,6190d1f35024550007345842,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.6882,field,разметка подтверждена,1669338,g0323,1,
base_pair_6190d1f3e199_00001_inside.npz,base,6190d1f35024550007345842,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9992,field,разметка подтверждена,2836341,g0323,1,
base_pair_6190d1f3e199_00002_inside.npz,base,6190d1f35024550007345842,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9998,field,разметка подтверждена,2385409,g0323,1,
base_pair_6190d1f3e199_00003_partial.npz,base,6190d1f35024550007345842,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7515,field,разметка подтверждена,2430567,g0323,1,
base_pair_6190d1f3e199_00004_inside.npz,base,6190d1f35024550007345842,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9952,field,разметка подтверждена,2404383,g0323,1,
base_pair_6190d1f3e199_00005_inside.npz,base,6190d1f35024550007345842,orto_basemap,inside,,179.2,0.97,224.23,1.005,1235,1.0,0.9963,field,разметка подтверждена,2387027,g0323,1,
base_pair_6190d1f3e199_00006_inside_ss.npz,base,6190d1f35024550007345842,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,1.0,same_source,разметка подтверждена,2401583,g0323,1,
base_pair_6190d1f3e199_00007_inside.npz,base,6190d1f35024550007345842,orto_basemap,inside,,183.6,3.62,297.53,0.926,1634,1.0,0.9984,field,разметка подтверждена,2424606,g0323,1,
base_pair_6190e66495d3_00000_partial.npz,base,6190e6645024550007345854,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.6881,field,разметка подтверждена,1814747,g0327,1,
base_pair_6190e66495d3_00001_inside.npz,base,6190e6645024550007345854,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9996,field,разметка подтверждена,3010604,g0327,1,
base_pair_6190e66495d3_00002_inside.npz,base,6190e6645024550007345854,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9987,field,разметка подтверждена,2572480,g0327,1,
base_pair_6190e66495d3_00003_partial.npz,base,6190e6645024550007345854,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7396,field,разметка подтверждена,2378868,g0327,1,
base_pair_6190e66495d3_00004_inside.npz,base,6190e6645024550007345854,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9996,field,разметка подтверждена,2453709,g0327,1,
base_pair_6190e66495d3_00005_inside.npz,base,6190e6645024550007345854,orto_basemap,inside,,179.2,0.97,224.23,1.005,1235,1.0,0.9996,field,разметка подтверждена,2351076,g0327,1,
base_pair_6190e66495d3_00006_inside_ss.npz,base,6190e6645024550007345854,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,0.9999,same_source,разметка подтверждена,2550038,g0327,1,
base_pair_6190e66495d3_00007_inside.npz,base,6190e6645024550007345854,orto_basemap,inside,,183.6,3.62,297.53,0.926,1634,1.0,0.9992,field,разметка подтверждена,2496616,g0327,1,
base_pair_5ef0bff59f7c_00000_partial.npz,base,5ef0bff5dc40b50005b6f1dd,orto_basemap,partial,,190.7,3.5,297.72,0.618,768,0.7621,0.777,field,разметка подтверждена,1667739,g0180,1,
base_pair_5ef0bff59f7c_00001_inside.npz,base,5ef0bff5dc40b50005b6f1dd,orto_basemap,inside,,249.3,0.58,351.24,0.808,1386,1.0,1.0,field,разметка подтверждена,2559164,g0180,1,
base_pair_5ef0bff59f7c_00002_inside.npz,base,5ef0bff5dc40b50005b6f1dd,orto_basemap,inside,,287.1,8.78,82.05,0.931,1124,1.0,0.9989,field,разметка подтверждена,2148511,g0180,1,
base_pair_5ef0bff59f7c_00003_partial.npz,base,5ef0bff5dc40b50005b6f1dd,orto_basemap,partial,,216.0,7.65,90.1,0.7,805,0.7872,0.72,field,разметка подтверждена,1774626,g0180,1,
base_pair_5ef0bff59f7c_00004_inside.npz,base,5ef0bff5dc40b50005b6f1dd,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,1.0,field,разметка подтверждена,2163788,g0180,1,
base_pair_5ef0bff59f7c_00005_inside.npz,base,5ef0bff5dc40b50005b6f1dd,orto_basemap,inside,,179.2,0.97,224.23,0.581,768,1.0,1.0,field,разметка подтверждена,1774258,g0180,1,
base_pair_5ef0bff59f7c_00006_inside_ss.npz,base,5ef0bff5dc40b50005b6f1dd,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,1.0,same_source,разметка подтверждена,2511183,g0180,1,
base_pair_5ef0bff59f7c_00007_inside.npz,base,5ef0bff5dc40b50005b6f1dd,orto_basemap,inside,,183.6,3.62,297.53,0.595,1050,1.0,1.0,field,разметка подтверждена,1694012,g0180,1,
base_pair_63a987c2b86a_00000_partial.npz,base,63a987c23fb8c100063c551a,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.6804,field,разметка подтверждена,1811319,g0365,1,
base_pair_63a987c2b86a_00001_inside.npz,base,63a987c23fb8c100063c551a,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9999,field,разметка подтверждена,2835887,g0365,1,
base_pair_63a987c2b86a_00002_inside.npz,base,63a987c23fb8c100063c551a,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9989,field,разметка подтверждена,2348549,g0365,1,
base_pair_63a987c2b86a_00003_partial.npz,base,63a987c23fb8c100063c551a,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7511,field,разметка подтверждена,2311435,g0365,1,
base_pair_63a987c2b86a_00004_inside.npz,base,63a987c23fb8c100063c551a,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9991,field,разметка подтверждена,2286911,g0365,1,
base_pair_63a987c2b86a_00005_inside.npz,base,63a987c23fb8c100063c551a,orto_basemap,inside,,179.2,0.97,224.23,1.076,1322,1.0,0.9999,field,разметка подтверждена,2261759,g0365,1,
base_pair_65a8d9c4cab1_00000_partial.npz,base,65a8d9c471b11e0001cea7ee,orto_basemap,partial,,190.7,3.5,297.72,1.061,852,0.6739,0.673,field,разметка подтверждена,1897289,g0406,1,
base_pair_65a8d9c4cab1_00001_inside.npz,base,65a8d9c471b11e0001cea7ee,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9954,field,разметка подтверждена,3202629,g0406,1,
base_pair_65a8d9c4cab1_00002_inside.npz,base,65a8d9c471b11e0001cea7ee,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9977,field,разметка подтверждена,2676723,g0406,1,
base_pair_65a8d9c4cab1_00003_partial.npz,base,65a8d9c471b11e0001cea7ee,orto_basemap,partial,,216.0,7.65,90.1,1.045,1202,0.7879,0.7508,field,разметка подтверждена,2595811,g0406,1,
base_pair_65a8d9c4cab1_00004_inside.npz,base,65a8d9c471b11e0001cea7ee,orto_basemap,inside,,279.0,2.53,261.79,0.887,1206,1.0,0.9959,field,разметка подтверждена,2528909,g0406,1,
base_pair_65a8d9c4cab1_00005_inside.npz,base,65a8d9c471b11e0001cea7ee,orto_basemap,inside,,179.2,0.97,224.23,1.076,1322,1.0,0.9985,field,разметка подтверждена,2539315,g0406,1,
base_pair_65a8d9c4cab1_00006_inside_ss.npz,base,65a8d9c471b11e0001cea7ee,same_source,inside,,191.0,4.68,235.13,1.03,1408,1.0,0.9967,same_source,разметка подтверждена,2729106,g0406,1,
base_pair_65a8d9c4cab1_00007_inside.npz,base,65a8d9c471b11e0001cea7ee,orto_basemap,inside,,183.6,3.62,297.53,0.926,1634,1.0,0.9975,field,разметка подтверждена,2667377,g0406,1,
base_pair_63f21def30ef_00000_partial.npz,base,63f21def525f0700077ed4e3,orto_basemap,partial,,190.7,3.5,297.72,0.539,768,0.7982,0.8113,field,разметка подтверждена,1700461,g0373,1,
base_pair_63f21def30ef_00001_inside.npz,base,63f21def525f0700077ed4e3,orto_basemap,inside,,249.3,0.58,351.24,0.704,1207,1.0,0.9973,field,разметка подтверждена,2653424,g0373,1,
base_pair_63f21def30ef_00002_inside.npz,base,63f21def525f0700077ed4e3,orto_basemap,inside,,287.1,8.78,82.05,0.811,979,1.0,0.9994,field,разметка подтверждена,2243278,g0373,1,
base_pair_63f21def30ef_00003_partial.npz,base,63f21def525f0700077ed4e3,orto_basemap,partial,,216.0,7.65,90.1,0.61,768,0.8312,0.8002,field,разметка подтверждена,2051686,g0373,1,
base_pair_63f21def30ef_00004_inside.npz,base,63f21def525f0700077ed4e3,orto_basemap,inside,,279.0,2.53,261.79,0.788,1072,1.0,0.9979,field,разметка подтверждена,2284052,g0373,1,
base_pair_63f21def30ef_00005_inside.npz,base,63f21def525f0700077ed4e3,orto_basemap,inside,,179.2,0.97,224.23,0.506,768,1.0,0.9995,field,разметка подтверждена,2003025,g0373,1,
base_pair_67ef3883814c_00000_partial.npz,base,67ef3883ca6f76f97a4b0144,orto_basemap,partial,,190.7,3.5,297.72,0.907,768,0.7171,0.7313,field,разметка подтверждена,1909979,g0011,2,revisit
base_pair_67ef3883814c_00001_inside.npz,base,67ef3883ca6f76f97a4b0144,orto_basemap,inside,,249.3,0.58,351.24,0.905,1552,1.0,0.9973,field,разметка подтверждена,3540113,g0011,2,revisit
base_pair_67ef3883814c_00002_inside.npz,base,67ef3883ca6f76f97a4b0144,orto_basemap,inside,,287.1,8.78,82.05,1.126,1360,1.0,0.9983,field,разметка подтверждена,2939387,g0011,2,revisit
base_pair_67ef3883814c_00003_partial.npz,base,67ef3883ca6f76f97a4b0144,orto_basemap,partial,,216.0,7.65,90.1,1.027,1181,0.7879,0.7209,field,разметка подтверждена,2427991,g0011,2,revisit
base_pair_5f6af1292f37_00000_partial.npz,base,5f6af12971d1f60005e6ab8a,orto_basemap,partial,,190.7,3.5,297.72,0.618,768,0.762,0.7714,field,разметка подтверждена,1510496,g0210,1,
base_pair_5f6af1292f37_00001_inside.npz,base,5f6af12971d1f60005e6ab8a,orto_basemap,inside,,249.3,0.58,351.24,0.808,1386,1.0,0.9463,field,разметка подтверждена,2473520,g0210,1,
base_pair_5f6af1292f37_00002_inside.npz,base,5f6af12971d1f60005e6ab8a,orto_basemap,inside,,287.1,8.78,82.05,0.931,1124,1.0,0.9917,field,разметка подтверждена,2155696,g0210,1,
base_pair_5f6af1292f37_00003_partial.npz,base,5f6af12971d1f60005e6ab8a,orto_basemap,partial,,216.0,7.65,90.1,0.7,806,0.7877,0.75,field,разметка подтверждена,1894574,g0210,1,
base_pair_67d58565780c_00000_partial.npz,base,67d58565c8ccd45a00aa3325,orto_basemap,partial,,190.7,3.5,297.72,0.907,768,0.7171,0.7284,field,разметка подтверждена,1818438,g0010,2,revisit
