pair,corpus,scene,pair_kind,mode,layout,season,height_m,tilt_deg,scale_ratio,covis_frac,b_px,src_split,geo_cluster,split,gt_class,gt_sigma_px,gt_sigma_src,weight,slice,modality,bytes
pair_L32_R0102_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.1,24.19,0.682,0.9826,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2920600
pair_L32_R0103_asis.npz,ortholoc,L32,frame_dop,asis,partial,,88.6,24.99,0.712,0.9989,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2888488
pair_L32_R0104_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.8,25.14,0.669,0.9971,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,3089786
pair_L32_R0105_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.0,24.86,0.676,0.9486,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2717213
pair_L32_R0106_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.9,24.84,0.709,0.9956,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2929699
pair_L32_R0106_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,90.9,24.84,1.0,0.4081,896,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1307552
pair_L32_R0107_asis.npz,ortholoc,L32,frame_dop,asis,partial,,86.9,25.36,0.673,0.9565,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2740257
pair_L32_R0107_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,86.9,25.36,1.0,0.3917,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1035578
pair_L32_R0108_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.8,25.06,0.647,0.9974,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2739232
pair_L32_R0109_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.1,24.83,0.648,0.9806,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2855876
pair_L32_R0109_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,92.1,24.83,1.0,0.4172,1024,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1359909
pair_L32_R0110_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.2,24.67,0.698,0.4417,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1666093
pair_L32_R0112_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.0,25.27,0.675,0.9974,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2997559
pair_L32_R0113_asis.npz,ortholoc,L32,frame_dop,asis,partial,,87.8,25.0,0.73,0.7598,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2367332
pair_L32_R0114_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.2,25.15,0.666,0.9906,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2976540
pair_L32_R0115_asis.npz,ortholoc,L32,frame_dop,asis,inside,,93.5,25.03,0.692,0.9992,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,3064543
pair_L32_R0116_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.5,24.68,0.727,0.5012,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1741538
pair_L32_R0116_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,89.5,24.68,1.0,0.3837,896,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,906954
pair_L32_R0117_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.8,24.78,0.647,0.9891,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2792302
pair_L32_R0117_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,93.8,24.78,1.0,0.3828,640,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,874651
pair_L32_R0118_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.2,24.23,0.643,0.979,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2933176
pair_L32_R0119_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.8,24.66,0.793,0.8158,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2444497
pair_L32_R0120_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.5,24.17,0.642,0.7126,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2390907
pair_L32_R0121_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.4,24.81,0.7,0.9987,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,3012862
pair_L32_R0121_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,93.4,24.81,1.0,0.4218,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1089593
pair_L32_R0122_asis.npz,ortholoc,L32,frame_dop,asis,partial,,86.5,25.26,0.678,0.9891,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2773112
pair_L32_R0123_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.3,24.21,0.664,0.8576,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2454447
pair_L32_R0124_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.7,24.97,0.623,0.6801,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2038967
pair_L32_R0125_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.1,24.79,0.735,0.9817,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2969192
pair_L32_R0126_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.8,25.16,0.665,0.9658,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2827788
pair_L32_R0127_asis.npz,ortholoc,L32,frame_dop,asis,partial,,88.3,25.14,0.666,0.9941,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2898864
pair_L32_R0128_asis.npz,ortholoc,L32,frame_dop,asis,partial,,94.9,25.04,0.679,0.9975,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2830730
pair_L32_R0130_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.5,24.45,0.787,0.8667,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2658109
pair_L32_R0131_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.3,24.94,0.654,0.9955,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2726888
pair_L32_R0132_asis.npz,ortholoc,L32,frame_dop,asis,partial,,87.3,25.25,0.683,0.989,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2866308
pair_L32_R0133_asis.npz,ortholoc,L32,frame_dop,asis,inside,,92.9,25.24,0.714,0.9992,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,3042366
pair_L32_R0134_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.0,24.92,0.693,0.9977,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,3032053
pair_L32_R0135_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.0,24.2,0.569,0.5862,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1893442
pair_L32_R0135_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,92.0,24.2,1.0,0.4117,1024,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1243607
pair_L32_R0136_asis.npz,ortholoc,L32,frame_dop,asis,partial,,87.7,24.86,0.699,0.8442,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2526004
pair_L32_R0137_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.9,24.57,0.73,0.9021,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2572934
pair_L32_R0138_asis.npz,ortholoc,L32,frame_dop,asis,partial,,89.0,23.85,0.674,0.6514,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2159430
pair_L32_R0139_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.9,24.86,0.678,0.9972,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,3040466
pair_L32_R0139_rect.npz,ortholoc,L32,rect_ortho,rect,partial,,93.9,24.86,1.0,0.4413,768,train,c_L32,train,exact,0.1,аналитическая,0.50,,photo,1089871
pair_L32_R0140_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.4,24.2,0.623,0.9775,1024,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2950555
pair_L32_R0141_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.3,24.21,0.678,0.9662,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2774589
pair_L32_R0142_asis.npz,ortholoc,L32,frame_dop,asis,partial,,91.7,25.11,0.624,0.9492,896,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2592261
pair_L32_R0143_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.4,24.73,0.684,0.9583,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2754485
pair_L32_R0144_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.6,24.6,0.669,0.6094,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1890784
pair_L32_R0145_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.6,24.83,0.656,0.7177,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2094135
pair_L32_R0146_asis.npz,ortholoc,L32,frame_dop,asis,partial,,93.4,25.03,0.679,0.9138,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2605767
pair_L32_R0147_asis.npz,ortholoc,L32,frame_dop,asis,partial,,90.4,25.02,0.681,0.4025,640,train,c_L32,train,registered,0.97,оценка,1.00,,photo,1429973
pair_L32_R0148_asis.npz,ortholoc,L32,frame_dop,asis,partial,,92.3,24.7,0.663,0.9496,768,train,c_L32,train,registered,0.97,оценка,1.00,,photo,2672363
pair_L33_R0000_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.1,0.22,0.779,0.6852,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2303304
pair_L33_R0000_rect.npz,ortholoc,L33,rect_ortho,rect,partial,,98.1,0.22,1.0,0.5516,1024,train,c_L33,train,exact,0.1,аналитическая,0.50,,photo,1466864
pair_L33_R0001_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.9,1.05,0.82,0.9918,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3149595
pair_L33_R0003_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.3,1.89,0.678,0.9978,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3002135
pair_L33_R0006_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.5,2.11,0.755,0.8055,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2490146
pair_L33_R0006_rect.npz,ortholoc,L33,rect_ortho,rect,partial,,99.5,2.11,1.0,0.5577,1024,train,c_L33,train,exact,0.1,аналитическая,0.50,,photo,1486758
pair_L33_R0009_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.7,2.33,0.798,0.9579,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2977459
pair_L33_R0010_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.4,1.74,0.731,0.7006,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2287690
pair_L33_R0010_rect.npz,ortholoc,L33,rect_ortho,rect,partial,,99.4,1.74,1.0,0.5361,896,train,c_L33,train,exact,0.1,аналитическая,0.50,,photo,1321688
pair_L33_R0011_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.8,1.23,0.734,0.7573,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2412352
pair_L33_R0011_rect.npz,ortholoc,L33,rect_ortho,rect,partial,,98.8,1.23,1.0,0.5416,1024,train,c_L33,train,exact,0.1,аналитическая,0.50,,photo,1449716
pair_L33_R0014_asis.npz,ortholoc,L33,frame_dop,asis,partial,,96.1,0.67,0.68,0.8187,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2478946
pair_L33_R0019_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.8,1.07,0.733,0.9852,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3097430
pair_L33_R0022_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.3,2.18,0.703,0.7427,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2307150
pair_L33_R0023_asis.npz,ortholoc,L33,frame_dop,asis,partial,,93.0,3.02,0.669,0.8844,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2615454
pair_L33_R0024_asis.npz,ortholoc,L33,frame_dop,asis,partial,,93.4,3.41,0.671,0.9942,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2937103
pair_L33_R0025_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.6,1.82,0.764,0.996,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3074004
pair_L33_R0025_rect.npz,ortholoc,L33,rect_ortho,rect,partial,,99.6,1.82,1.0,0.4433,640,train,c_L33,train,exact,0.1,аналитическая,0.50,,photo,1032670
pair_L33_R0026_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.4,1.8,0.72,0.997,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3000047
pair_L33_R0027_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.2,1.74,0.704,0.9932,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2932479
pair_L33_R0029_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.0,0.29,0.678,0.9936,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2954416
pair_L33_R0030_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.2,0.89,0.7,0.8438,768,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2481479
pair_L33_R0031_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.9,1.03,0.697,0.7309,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2365162
pair_L33_R0033_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.9,1.14,0.804,0.9913,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3028274
pair_L33_R0034_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.8,1.29,0.848,0.953,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2973847
pair_L33_R0035_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.5,0.66,0.827,0.9829,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2955458
pair_L33_R0036_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.4,1.48,0.773,0.9765,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2929703
pair_L33_R0037_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.2,2.11,0.812,0.9713,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3007703
pair_L33_R0038_asis.npz,ortholoc,L33,frame_dop,asis,partial,,94.3,3.44,0.644,0.9941,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2919204
pair_L33_R0039_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.5,1.32,0.773,0.9812,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2997979
pair_L33_R0040_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.7,1.77,0.814,0.8327,768,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2691002
pair_L33_R0042_asis.npz,ortholoc,L33,frame_dop,asis,partial,,92.2,3.2,0.692,0.8187,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2400486
pair_L33_R0043_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.4,0.82,0.715,0.9978,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3030287
pair_L33_R0044_asis.npz,ortholoc,L33,frame_dop,asis,partial,,96.3,2.95,0.795,0.9952,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3063402
pair_L33_R0045_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.7,0.92,0.755,0.9836,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2951039
pair_L33_R0045_rect.npz,ortholoc,L33,rect_ortho,rect,partial,,98.7,0.92,1.0,0.5393,1024,train,c_L33,train,exact,0.1,аналитическая,0.50,,photo,1380153
pair_L33_R0046_asis.npz,ortholoc,L33,frame_dop,asis,partial,,96.5,0.69,0.787,0.9924,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2957154
pair_L33_R0047_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.8,1.85,0.727,0.9874,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2886762
pair_L33_R0049_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.9,2.09,0.783,0.9989,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3100519
pair_L33_R0050_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.6,2.04,0.787,0.9989,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3229064
pair_L33_R0051_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.2,2.43,0.767,0.7005,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2182338
pair_L33_R0052_asis.npz,ortholoc,L33,frame_dop,asis,partial,,100.0,2.02,0.749,0.9633,768,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2897461
pair_L33_R0053_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.5,2.35,0.844,0.6042,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2074844
pair_L33_R0053_rect.npz,ortholoc,L33,rect_ortho,rect,partial,,99.5,2.35,1.0,0.4743,768,train,c_L33,train,exact,0.1,аналитическая,0.50,,photo,1240030
pair_L33_R0054_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.7,1.18,0.739,0.9475,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2764738
pair_L33_R0055_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.8,1.78,0.744,0.9049,768,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2757492
pair_L33_R0056_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.6,1.67,0.705,0.9988,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3053773
pair_L33_R0059_asis.npz,ortholoc,L33,frame_dop,asis,partial,,96.7,2.83,0.743,0.7757,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2477803
pair_L33_R0060_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.9,2.45,0.69,0.9881,768,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2951951
pair_L33_R0063_asis.npz,ortholoc,L33,frame_dop,asis,inside,,98.8,1.86,0.798,0.9994,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3113879
pair_L33_R0066_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.6,1.68,0.75,0.9138,768,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2713699
pair_L33_R0067_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.1,1.46,0.8,0.8671,768,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2639910
pair_L33_R0068_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.2,2.43,0.72,0.9877,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2931643
pair_L33_R0069_asis.npz,ortholoc,L33,frame_dop,asis,partial,,100.1,1.38,0.737,0.9977,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3004877
pair_L33_R0071_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.8,1.91,0.76,0.6033,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2111736
pair_L33_R0071_rect.npz,ortholoc,L33,rect_ortho,rect,partial,,98.8,1.91,1.0,0.5653,1024,train,c_L33,train,exact,0.1,аналитическая,0.50,,photo,1536230
pair_L33_R0072_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.7,1.51,0.71,0.8493,768,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2564846
pair_L33_R0074_asis.npz,ortholoc,L33,frame_dop,asis,partial,,96.5,2.84,0.681,0.8314,768,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2501487
pair_L33_R0076_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.2,1.15,0.756,0.5852,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,1961961
pair_L33_R0077_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.0,0.65,0.72,0.8251,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2531682
pair_L33_R0077_rect.npz,ortholoc,L33,rect_ortho,rect,partial,,99.0,0.65,1.0,0.4193,768,train,c_L33,train,exact,0.1,аналитическая,0.50,,photo,1046943
pair_L33_R0078_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.9,1.23,0.689,0.99,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3021129
pair_L33_R0079_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.1,2.63,0.842,0.9735,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2993875
pair_L33_R0080_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.0,1.68,0.772,0.9542,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2967317
pair_L33_R0081_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.3,2.02,0.777,0.9124,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2904253
pair_L33_R0083_asis.npz,ortholoc,L33,frame_dop,asis,partial,,94.8,3.15,0.773,0.7697,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2356118
pair_L33_R0084_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.8,2.26,0.721,0.9492,768,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2882308
pair_L33_R0085_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.9,1.41,0.694,0.9874,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3024824
pair_L33_R0087_asis.npz,ortholoc,L33,frame_dop,asis,partial,,96.6,2.93,0.802,0.9125,768,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2776771
pair_L33_R0088_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.8,1.91,0.78,0.6418,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2102528
pair_L33_R0090_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.5,2.16,0.774,0.9913,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2964243
pair_L33_R0092_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.7,1.34,0.724,0.9911,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3026028
pair_L33_R0093_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.8,0.65,0.727,0.7795,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2359507
pair_L33_R0094_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.0,0.42,0.778,0.9908,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3010447
pair_L33_R0095_asis.npz,ortholoc,L33,frame_dop,asis,partial,,100.0,1.29,0.705,0.9989,1024,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3020768
pair_L33_R0098_asis.npz,ortholoc,L33,frame_dop,asis,partial,,98.3,0.6,0.721,0.9709,768,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2904812
pair_L33_R0100_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.0,2.5,0.77,0.9812,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2941975
pair_L33_R0101_asis.npz,ortholoc,L33,frame_dop,asis,partial,,97.6,1.33,0.802,0.6157,640,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2028061
pair_L33_R0102_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.7,1.29,0.802,0.9811,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,3014554
pair_L33_R0103_asis.npz,ortholoc,L33,frame_dop,asis,partial,,99.1,1.77,0.805,0.971,896,train,c_L33,train,registered,0.97,оценка,1.00,,photo,2973697
